#ClinGen Gene Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
NDUFAF1	51103	15q15.1	chr15:39193382-39215564	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFAF2	91942	5q12.1	chr5:61761568-61970955	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFAF5	79133	20p12.1	chr20:13828726-13865323	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFB3	4709	2q33.1	chr2:201554875-201569193	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS4	4724	5q11.2	chr5:54388480-54511162	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0100224	
NDUFS6	4726	5p15.33	chr5:1716295-1731268	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NDUFS7	374291	19p13.3	chr19:1353524-1365587	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFS8	4728	11q13.2	chr11:68034269-68040285	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009723	
NDUFV1	4723	11q13.2	chr11:67600341-67607243	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-22	MONDO:0100224	
NDUFV2	4729	18p11.22	chr18:9266068-9297791	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100224	
NEBL	10529	10p12.31	chr10:20798520-21311743	0	No evidence available							0	No evidence available							2011-12-21		
NEDD9	4739	6p24.2	chr6:11051218-11250286	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-02-27	MONDO:0100038	
NEFL	4747	8p21.2	chr8:25226443-25232210	0	No evidence available	20039262	19158810					0	No evidence available							2018-09-17		
NEK1	4750	4q33	chr4:172752512-172972376	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-08-01	MONDO:0009894	
NELFA	7469	4p16.3	chr4:1981226-2040390	0	No evidence available							0	No evidence available							2012-09-06		
NEXMIF	340533	Xq13.3	chrX:73166463-73359116	3	Sufficient evidence for dosage pathogenicity	2756881	27358180	27568816				0	No evidence available							2019-06-26	MONDO:0010483	
NF1	4763	17q11.2	chr17:32040661-32327476	3	Sufficient evidence for dosage pathogenicity	1757093	1302608	34427956	34750850	28230061		0	No evidence available							2023-02-12	MONDO:0018975	
NF2	4771	22q12.2	chr22:30066918-30161961	3	Sufficient evidence for dosage pathogenicity	7913580	9817927	11159946				0	No evidence available							2020-09-08	MONDO:0007039	
NFIA	4774	1p31.3	chr1:60744021-61341601	3	Sufficient evidence for dosage pathogenicity	22031302	24462883	27081522				0	No evidence available							2017-01-12	MONDO:0013396	
NFIB	4781	9p23-p22.3	chr9:14091330-14408682	3	Sufficient evidence for dosage pathogenicity	30388402	36321570	33130023	32902921			0	No evidence available							2024-12-10	MONDO:0800439	
NFIX	4784	19p13.13	chr19:13120686-13224010	3	Sufficient evidence for dosage pathogenicity	29897170						0	No evidence available	29184170	20613546					2022-04-12	MONDO:0013885	
NGLY1	55768	3p24.2	chr3:25721799-25792805	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-18	MONDO:0800044	
NHP2	55651	5q35.3	chr5:178699722-178704153	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-04	MONDO:0013519	
NHS	4810	Xp22.2-p22.13	chrX:16957799-17318610	3	Sufficient evidence for dosage pathogenicity	14564667	15623749	16736028	22229851	28061824		0	No evidence available							2021-04-28	MONDO:0010545	
NIPA1	123606	15q11.2	chr15:20444906-20501621	0	No evidence available							0	No evidence available							2012-04-04		
NIPA2	81614	15q11.2	chr15:20510481-20541210	0	No evidence available							0	No evidence available							2012-04-04		
NIPBL	25836	5p13.2	chr5:37126599-37316247	3	Sufficient evidence for dosage pathogenicity	15146185	15146186	15318302				1	Little evidence for dosage pathogenicity	23085304	19052029					2020-08-26	MONDO:0007387	
NKX2-5	1482	5q35.1	chr5:173772181-173775383	3	Sufficient evidence for dosage pathogenicity	28690296	26679770	17891520				0	No evidence available							2020-07-22		
NKX3-2	579	4p15.33	chr4:13520522-13524200	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013228	
NLGN1	22871	3q26.31	chr3:176182051-177073596	0	No evidence available	15551338	22106001					0	No evidence available							2016-03-25		
NLGN3	54413	Xq13.1	chrX:69578916-69605291	0	No evidence available							0	No evidence available							2012-07-25		
NNAT	4826	20q11.23	chr20:39245301-39247787	0	No evidence available							0	No evidence available							2012-04-28		
NODAL	4838	10q22.1	chr10:71301367-71317383	1	Little evidence for dosage pathogenicity	19064609						0	No evidence available							2013-08-08		
NOG	9241	17q22	chr17:57469821-57471732	3	Sufficient evidence for dosage pathogenicity	12089654	16532400	11846737				0	No evidence available							2021-01-12	MONDO:0008519	
NONO	4841	Xq13.1	chrX:69688918-69735632	3	Sufficient evidence for dosage pathogenicity	36426740						0	No evidence available							2024-07-24	MONDO:0020119	
NOTCH1	4851	9q34.3	chr9:148723532-148777907	3	Sufficient evidence for dosage pathogenicity	16025100	37239988	32720365	25963545			0	No evidence available							2024-09-24	MONDO:0014459	
NOTCH2	4853	1p12	chr1:119924810-120114044	0	No evidence available							0	No evidence available							2014-07-17	MONDO:0012439	
NPC1	4864	18q11.2	chr18:23700273-23780767	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009757	
NPHP1	4867	2q13	chr2:110588676-110671430	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-10-10	MONDO:0015369	
NPHP4	261734	1p36.31	chr1:5387041-5518299	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011756	
NPHS1	4868	19q13.12	chr19:38370677-38415041	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009732	
NPRL3	8131	16p13.3	chr16:77872-132245	3	Sufficient evidence for dosage pathogenicity	26285051	34868250	31111464	30093711	36937533	31440721	0	No evidence available							2023-12-12	MONDO:0005384	
NPTX2	4885	7q22.1	chr7:99848957-99861534	0	No evidence available							0	No evidence available							2012-10-10		
NR0B1	190	Xp21.2	chrX:29896466-29901652	3	Sufficient evidence for dosage pathogenicity	16684822	15841486	11748852				0	No evidence available							2020-05-05	MONDO:0010264	
NR2F1	7025	5q15	chr5:94067283-94078673	3	Sufficient evidence for dosage pathogenicity	32275123	23300014	32712214	24462372	34837429		0	No evidence available							2022-08-09	MONDO:0014320	
NR2F2	7026	15q26.2	chr15:94090521-94104848	0	No evidence available							0	No evidence available							2012-07-10		
NR3C2	4306	4q31.23	chr4:151402687-151768795	3	Sufficient evidence for dosage pathogenicity	9662404	16954160	27725360				0	No evidence available							2020-04-06	MONDO:0008329	
NR4A2	4929	2q24.1	chr2:156777128-156795045	3	Sufficient evidence for dosage pathogenicity	28544326	29770430	31428396	32366965	31922365	30504930	0	No evidence available							2022-09-27	MONDO:0100038	
NR5A1	2516	9q33.3	chr9:136679465-136705645	3	Sufficient evidence for dosage pathogenicity	15579739	15472171	21654157	22028768	17488792	19246354	0	No evidence available							2021-02-24	MONDO:0013066	
NRG3	10718	10q23.1	chr10:82749017-83860555	0	No evidence available							0	No evidence available	21248748						2011-12-21		
NRXN1	9378	2p16.3	chr2:49914520-51221727	3	Sufficient evidence for dosage pathogenicity	20162629	18057082	20468056	21424692	27869829	24768552	0	No evidence available							2021-06-08	MONDO:0100038	
NSD1	64324	5q35.3	chr5:177676235-177843448	3	Sufficient evidence for dosage pathogenicity	11896389	17565729	23190751				0	No evidence available							2020-07-27	MONDO:0019349	
NSD2	7468	4p16.3	chr4:1869868-1980716	3	Sufficient evidence for dosage pathogenicity	29760529	30345613	30244530	29892088	33941880	35550183	0	No evidence available							2023-10-25	MONDO:0000508	
NSDHL	50814	Xq28	chrX:151097451-151136220	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2019-09-25	MONDO:0010621	
NTAN1	123803	16p13.11	chr16:15038906-15057131	0	No evidence available							0	No evidence available							2018-09-17		
NTHL1	4913	16p13.3	chr16:2059624-2067675	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-07-06	MONDO:0014630	
NUDT13	25961	10q22.2	chr10:73981767-74003220	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
NUS1	116150	6q22.1	chr6:118859707-118894963	3	Sufficient evidence for dosage pathogenicity	29100083	34532305	33731878	31656175			0	No evidence available							2022-09-27	MONDO:0100038	
NXF5	55998	Xq22.1	chrX:100276716-100302189	1	Little evidence for dosage pathogenicity	11566096						0	No evidence available							2012-05-17		
NYX	60506	Xp11.4	chrX:40851430-40879798	3	Sufficient evidence for dosage pathogenicity	11062472	11062471	18617546				0	No evidence available							2020-01-22	MONDO:0010690	
OAT	4942	10q26.13	chr10:125275480-125297153	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009796	
OBSL1	23363	2q35	chr2:220035427-220056560	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013039	
OCA2	4948	15q12-q13.1	chr15:25497259-25841842	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0008746	
OCLN	100506658	5q13.2	chr5:70317932-70383882	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020789	
OCRL	4952	Xq26.1	chrX:127858630-127911346	3	Sufficient evidence for dosage pathogenicity	10923037	21031565	31674016				0	No evidence available							2021-01-12	MONDO:0010645	
OFD1	8481	Xp22.2	chrX:13316175-13359393	3	Sufficient evidence for dosage pathogenicity	11179005	11950863	18546297	23033313			0	No evidence available							2021-04-13	MONDO:0010702	
OPHN1	4983	Xq12	chrX:66381979-66867399	3	Sufficient evidence for dosage pathogenicity	16221952	20528889	24817631	24105372	30534410	32872024	0	No evidence available	18512229	22659343	28931914				2023-03-22	MONDO:0010337	
OR5AU1	390445	14q11.2	chr14:15345756-15356448	0	No evidence available							0	No evidence available							2015-03-11		
ORC4	5000	2q23.1	chr2:148380848-148472058	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-11-05	MONDO:0013428	
ORC6	23594	16q11.2	chr16:52486517-52495295	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013430	
OSBPL5	114879	11p15.4	chr11:3176307-3256990	0	No evidence available							0	No evidence available							2012-09-06		
OSTM1	28962	6q21	chr6:109218461-109342961	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009817	
OTC	5009	Xp11.4	chrX:37756179-37825041	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010703	
OTOA	146183	16p12.2	chr16:22455008-22552969	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011762	
OTOF	9381	2p23.3	chr2:26495826-26597899	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010986	
OTOGL	283310	12q21.31	chr12:80078300-80359482	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013984	
OTUD7A	161725	15q13.3	chr15:29269748-29664940	0	No evidence available							0	No evidence available							2018-04-27		
OTX2	5015	14q22.3	chr14:51005697-51022496	3	Sufficient evidence for dosage pathogenicity	24033328	19956411	18781617				0	No evidence available							2020-09-08	MONDO:0012413	
OXCT1	5019	5p13.1	chr5:41986435-42126806	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009492	
P3H1	64175	1p34.2	chr1:42616825-42637574	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-11	MONDO:0012581	
PACS1	55690	11q13.1-q13.2	chr11:66064409-66238837	0	No evidence available	34373684	33726816	34068396				0	No evidence available							2021-12-14		
PAFAH1B1	5048	17p13.3	chr17:2482397-2574760	3	Sufficient evidence for dosage pathogenicity	11754098	19667223					0	No evidence available							2020-10-13	MONDO:0015146	
PAH	5053	12q23.2	chr12:102797868-102919234	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-28	MONDO:0009861	
PAK2	5062	3q29	chr3:199459234-199558334	1	Little evidence for dosage pathogenicity	21841781						1	Little evidence for dosage pathogenicity	21841781						2011-12-27		
PARK7	11315	1p36.23	chr1:7485253-7516444	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011658	
PAX1	5075	20p11.22	chr20:21762352-21775174	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014254	
PAX2	5076	10q24.31	chr10:101618753-101713301	3	Sufficient evidence for dosage pathogenicity	21285886	11241473	22213154				0	No evidence available							2020-02-26	MONDO:0007352	
PAX3	5077	2q36.1	chr2:222684993-222784124	3	Sufficient evidence for dosage pathogenicity	1347148	8490648	8533800				0	No evidence available							2020-05-27	MONDO:0008670	
PAX5	5079	9p13.2	chr9:36856835-37057984	1	Little evidence for dosage pathogenicity	35094443	22542183					0	No evidence available							2022-05-24	MONDO:0100038	
PAX6	5080	11p13	chr11:31920592-31953767	3	Sufficient evidence for dosage pathogenicity							1	Little evidence for dosage pathogenicity	21271670						2015-11-05	MONDO:0024507	
PAX8	7849	2q14.1	chr2:113642573-113705473	1	Little evidence for dosage pathogenicity	9590296	22898500	33029631	15531527	26362610	28444304	0	No evidence available							2021-11-09	MONDO:0018612	
PAX9	5083	14q13.3	chr14:30846888-30868704	3	Sufficient evidence for dosage pathogenicity	28910570	11781684	24028587				0	No evidence available							2020-07-08	MONDO:0011477	
PBX1	5087	1q23.3	chr1:163901847-164245643	3	Sufficient evidence for dosage pathogenicity	29036646	28566479	28270404				0	No evidence available							2019-09-05		
PC	5091	11q13.2	chr11:66844691-66952889	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009949	
PCARE	388939	2p23.2	chr2:29104432-29117982	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	MONDO:0013263	
PCCA	5095	13q32.3	chr13:99302506-99745723	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011628	
PCDH15	65217	10q21.1	chr10:54651649-56478314	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011186	
PCDH19	57526	Xq22.1	chrX:98734021-98852681	3	Sufficient evidence for dosage pathogenicity	18469813	19214208	23712037	21480887	23334464	36408521	0	No evidence available							2023-02-14		
PCDH9	5101	13q21.32	chr13:65522767-66450496	0	No evidence available							0	No evidence available							2012-06-07		
